type,set,faction,name,text
Attachment,Relic,Common,Siege Provisions,"Once per turn, you may pay 3 to give one of your units +2/+2 and Endurance this turn. Spellcraft 1: Play Endure."
Attachment,Relic Weapon,Uncommon,Silver Shortsword,Entomb: You gain 3 Armor.
Unit,Legendary,Dark Frontier [Set6],"Siraf, Grand Strategist",Pay 5 and twist Siraf to play a random unit with her Strength and give it Double Damage .
Unit,Common,The Dusk Road [Set3],Soaring Guard,Flying Summon: You gain 2 Armor.
Unit,The Dusk Road [Set3],Justice,Soldier,NONE
Unit,Common,Omens of the Past [Set2],Sparring Partner,Mentor: Give the Student +1/+1.
Unit,Common,Omens of the Past [Set2],Stalwart Silverwing,"Flying , Revenge"
Spell,Common,The Flame of Xulta [Set7],Stand Strong,Give a unit +3/+3 and Exalted this turn.
Unit,Common,Dark Frontier [Set6],Steadfast Paladin,Invulnerable to damage on your turn.
Unit,Defiance [Set5],Justice,Steel Golem,Double Damage
Unit,Common,Echoes of Eternity [Set8],Steely Stranger,"When one or more Strangers attack, the top unit of their owner's deck gets a random battle skill."
Spell,Fast Spell,Common,Strength of Many,Give one of your units +1/+1 this turn for each of your units.
Unit,Common,Dark Frontier [Set6],Svetya's Faithful,Warp Onslaught: +2/+2.
Attachment,Relic Weapon,Common,Talon of Nostrix,NONE
Unit,Legendary,The Dusk Road [Set3],Tax Collector,"When one of your other units dies, you gain 1 Armor. Ultimate: Pay 5 to double your Strength and Armor."
Attachment,Curse,Uncommon,Timidity,The cursed unit can't attack.
Spell,Common,Omens of the Past [Set2],Tinker,Scout . The top unit or weapon of your deck gets +2/+2.
Unit,Rare,The Empty Throne [Set1],Tinker Overseer,"Flying When you play a relic, Tinker Overseer gets +1/+1."
Spell,Fast Spell,Uncommon,Touch of Grace,Warp Give one of your units invulnerable to damage this turn.
Spell,Fast Spell,Uncommon,Touch of Purity,"Give one of your units Lifesteal . Then give a unit, weapon, or spell in your hand Lifesteal ."
Unit,Uncommon,Omens of the Past [Set2],Tranquil Scholar,"Summon: Tranquil Scholar gets a random battle skill. Then, you may give a unit in your hand that battle skill."
Unit,Uncommon,"Campaign
Into Shadow [Set1004]",Unwavering Exorcist,You are immune to damage from Night . Summon: Kill an enemy curse.
Attachment,Weapon,Rare,Vanquisher's Blade,Cards can't leave the enemy void. Spellcraft 3: Play Vanquish.
Attachment,Curse,Common,Wanted Poster,"When the cursed unit dies, draw two cards."
Unit,Common,Echoes of Eternity [Set8],Willbreaker,Double Damage Summon: Play a -1 Strength curse on each enemy unit with Flying . Corrupted 3
Unit,Echoes of Eternity [Set8],Justice,Willbreaker Shade,"At the end of your turn, this gets -1 health. Pay 3 and sacrifice Willbreaker Shade to play a -1 strength curse on each enemy unit with flying."
Unit,The Flame of Xulta [Set7],Justice,Wind Elemental,Flying
Unit,Common,The Fall of Argenport [Set4],Workshop Tinker,Endurance Summon: You may discard a card to create and draw Tinker.
Unit,Common,The Flame of Xulta [Set7],Xultan Paladin,NONE
Unit,Legendary,"Campaign
Promises by Firelight [Set1007]","Aali, Champion of Kodosh",+ Strength/+ Health equal to your highest cost relic. Flying while Aali has 8 Strength or more. Summon: You may silence an enemy unit with 4 Strength or less.
Spell,Fast Spell,Uncommon,Auric Herdward,Give one of your units Aegis . You gain an Aegis .
Unit,Common,Dark Frontier [Set6],Auric Lookout,Endurance Summon: Scout . Shift 2
Unit,Uncommon,The Empty Throne [Set1],Auric Sentry,"Endurance , Warcry"
Unit,Rare,The Dusk Road [Set3],"Bisma, Revered Elder","When you play another Unseen, Bisma gets a random battle skill. Entomb: Give one of your units Bisma's battle skills."
Attachment,Weapon,Defiance [Set5],Bladebreaker,Warcry
Unit,Common,The Empty Throne [Set1],Brightmace Paladin,Brightmace Paladin has Lifesteal while he has 4 Strength or more.
Unit,Rare,"Campaign
Jekk's Bounty [Set1001]",Copperhall Bailiff,Warcry Summon: Enemy units get -1 Strength.
Attachment,Weapon,Legendary,Copperhall Bracers,"When the wielder hits the enemy player, play a Justice Sigil from your deck. Spellcraft 1: Play Copperhall Blessing."
Attachment,Weapon,Uncommon,Copperhall Cudgel,"When the wielder dies, play a 2/2 Minotaur."
Unit,Common,The Dusk Road [Set3],Copperhall Marshal,"Ultimate: When you play a weapon on Copperhall Marshal, stun an enemy unit."
Unit,Common,Omens of the Past [Set2],Copperhall Shieldman,NONE
Attachment,Relic Weapon,Common,Crowd Queller,Spellcraft 3: Play Flash Grenade.
Unit,Common,The Dusk Road [Set3],Crownwatch Legionnaire,"Endurance , Lifesteal"
Unit,Common,The Empty Throne [Set1],Emerald Acolyte,Summon: You gain 3 Armor.
Unit,Dark Frontier [Set6],Justice,Emerald Incarnation,NONE
Attachment,Relic,Uncommon,Emerald Ring,"Once per turn, you may pay 3 to play a +1/+1 weapon on one of your units."
Attachment,Weapon,Uncommon,Etched Armor,Summon: The wielder gets Aegis .
Unit,Uncommon,Omens of the Past [Set2],Fencing Master,"Ultimate: When an enemy unit is stunned, play a +3/+3 Gemblade on Fencing Master."
Unit,Uncommon,The Flame of Xulta [Set7],Forgemark Scrivener,Mastery 2: Play a +1/+2 weapon on one of your other Oni. Mastery 6: Play a +1/+2 weapon on each of your Oni.
Attachment,Weapon,Uncommon,Fur Hat,Summon: Draw a Justice Sigil from your deck.
Attachment,Weapon,Uncommon,Gilded Glaive,Empower: The wielder gets +2/+2 this turn.
Spell,Common,The Fall of Argenport [Set4],Grit,Warp You gain 3 Armor.
Unit,Common,The Fall of Argenport [Set4],Guard Dog,Tribute: +1/+1.
Unit,Uncommon,The Fall of Argenport [Set4],Herald of the Parliament,Flying +2/+2 while the enemy player has no units. Ultimate: Pay 4 to create and draw a 4/4 Owl with Flying .
Unit,Uncommon,The Empty Throne [Set1],Hero of the People,"When you play a unit, Hero of the People gets that unit's battle skills. Hero of the People has +1/+1 for each of her battle skills."
Unit,Uncommon,The Flame of Xulta [Set7],Hexcaster,"When you play a curse, draw a Justice Sigil from your deck."
Unit,Common,Omens of the Past [Set2],Highbranch Sentry,"When Highbranch Sentry is a Student , she gets +1/+1."
Unit,Rare,The Empty Throne [Set1],Hooru Envoy,"When a spell is played directly on Hooru Envoy, you draw a card."
Spell,Fast Spell,Uncommon,Inner Might,"Give one of your units +1/+1 this turn, plus an additional +1/+1 for each other spell in your void."
Unit,Rare,Echoes of Eternity [Set8],Jadehorn,"Warcry , Pledge Summon: You gain 3 Armor and your avatar can attack an additional time this turn. Corrupted 6"
Unit,Echoes of Eternity [Set8],Justice,Jadehorn Shade,"At the end of your turn, this gets -1 Health. Pay 6 and sacrifice Jadehorn Shade to gain 3 Armor. Your avatar can attack an additional time this turn."
Unit,Legendary,Defiance [Set5],"Kemmo, Ijin's Apprentice",Warcry Summon: Put four +7/+7 Bladebreakers with Warcry into your deck.
Spell,Uncommon,Dark Frontier [Set6],Kemmo's Blueprints,Draw a weapon of your choice from your deck. Onslaught: It gets +1/+1.
Attachment,Relic,Legendary,Kodosh's Armor,Your Exalted weapons get played on each of your single-faction units instead. Spellcraft 3: Play Xulta Convoy. Pay 4 to give one of your single-faction units +5/+5 this turn.
Unit,Legendary,Echoes of Eternity [Set8],Kodosh's Stranger,"When a player plays a Stranger, the top unit or weapon of their deck gets + Strength/+ Health equal to that Stranger's Strength/ Health. When Kodosh's Stranger attacks, double his Strength/ Health."
Unit,Uncommon,The Fall of Argenport [Set4],Kosul Battlemage,"Aegis When you play a spell, Kosul Battlemage gets +1/+1 this turn."
Unit,Common,Dark Frontier [Set6],Kosul Bladebarrier,+3/+3 while you have Armor.
Unit,Rare,Defiance [Set5],Kosul Elite,Your weapons that can be played on units are fast.
Unit,Common,Defiance [Set5],Kosul Recruit,Pledge
Unit,Uncommon,The Fall of Argenport [Set4],Longhorn Treasurer,+3/+3 while you have a unit with Endurance .
Unit,Common,The Empty Throne [Set1],Loyal Watchwing,"Flying , Warcry"
Unit,The Flame of Xulta [Set7],Justice,Luckbreaker Gryffyn,Flying
Attachment,Curse,Uncommon,Mark of Shame,The cursed unit has -3 Strength.
Attachment,Weapon,Rare,Master's Blade,+1/+1 for each of the wielder's battle skills. Spellcraft 1: Play Fall Short. Mastery 7: Invoke Justice.
Unit,Common,The Fall of Argenport [Set4],Miner's Canary,Flying
Unit,Uncommon,The Flame of Xulta [Set7],Nivia's Inquisitor,"When you decimate your power, Nivia's Inquisitor gets +2/+2. Mastery 12: Double Nivia's Inquisitor's Strength/ Health."
Unit,Common,The Flame of Xulta [Set7],Oni Stalwart,Endurance Mastery 4: +2/+2.
Unit,Rare,The Empty Throne [Set1],Order of the Spire,Empower: Double Order of the Spire's Strength/ Health.
Spell,Legendary,Dark Frontier [Set6],Pristine Light,Kill each unit with 4 Strength or more. Onslaught: Draw each unit from your void that died this turn.
Attachment,Relic Weapon,Common,Reinforced Baton,NONE
Spell,Uncommon,Echoes of Eternity [Set8],Resounding Shockwave,Stun each enemy unit with Flying . You may exhaust a unit to play Resounding Shockwave for 2 less.
Spell,Common,Dark Frontier [Set6],Retribution,Silence and stun an enemy unit. Onslaught: Then kill it.
Spell,Legendary,Dark Frontier [Set6],Righteous Intent,"Gain 3 Armor. Create and draw a 0/6 Kesava, Trueheart."
Attachment,Relic,Rare,Rolant's Memorial,"At the end of your turn, if a unit went to your void, give one of your units +1/+1 for each spell in your void."
Unit,Common,Defiance [Set5],Rotorsmith,Empower: You gain 1 Armor.
Spell,Fast Spell,Common,Saddle Up,Give a unit +4/+4 this turn.
Unit,Uncommon,The Flame of Xulta [Set7],Seasoned Drillmaster,Summon: Give one of your other units +3/+3 this turn.
Attachment,Relic,Rare,Shard of the Spire,"When you play a unit, its Strength/ Health becomes the higher of the two."
Spell,Fast Spell,Uncommon,Showdown,"Give one of your units invulnerable to damage this turn. If it's a Gunslinger, it deals Double Damage this turn."
Attachment,Relic Weapon,Uncommon,Signal Flag,Valkyrie Ally: Warcry .
Unit,Uncommon,The Empty Throne [Set1],Silverwing Familiar,"Flying , Aegis , Lifesteal"
Unit,Uncommon,The Dusk Road [Set3],Silverwing Smith,"Flying When you gain Armor, gain an additional +1 Armor."
Attachment,Relic,Uncommon,Siraf's Beacon,"When you attack with three or more units, play a Justice Sigil from your deck Depleted . Summon: Play a 1/1 District Infantry."
Unit,Common,Echoes of Eternity [Set8],Sky King Storyteller,Warcry Mastery 6: Put an 8/8 Sword of the Sky King into your deck.
Unit,Rare,The Flame of Xulta [Set7],Soothing Shortbeak,Flying Summon: Play a -1 Strength curse on two enemy units.
Unit,Common,Dark Frontier [Set6],Spellstrike Sorceress,"When you play a spell, Spellstrike Sorceress gets +1/+1. Shift 2"
Unit,Rare,The Empty Throne [Set1],Spire Chaplain,"When Spire Chaplain attacks, draw a Justice Sigil from your deck."
Unit,Rare,Omens of the Past [Set2],Spirit Guide,Lifesteal Mentor: Give the Student Lifesteal .
Unit,Uncommon,Defiance [Set5],Steel-Eyed Pistoleer,Renown: Steel-Eyed Pistoleer deals Double Damage this turn.
Unit,Legendary,The Dusk Road [Set3],"Stella, the Shotcaller","Aegis When Stella attacks while wielding a weapon, each Gunslinger and weapon in your deck gets +1/+1."
Spell,Common,The Flame of Xulta [Set7],Storm of Feathers,Stun two enemy units. Decimate: You gain 4 Armor.
Unit,Common,The Dusk Road [Set3],Tandem Watchwing,Flying Valkyrie Ally: +1/+1.
Unit,Rare,Dark Frontier [Set6],Tinker Enervator,"When a unit emerges or a unit with Charge is played, it gets -3 Strength this turn."
Unit,Uncommon,Omens of the Past [Set2],Tireless Stranger,Strangers have Endurance .
Attachment,Relic,Legendary,Treasury Gate,"The first time you play a relic weapon each turn, play a Minotaur with the same Strength/ Health and battle skills."
Unit,Common,The Empty Throne [Set1],Treasury Guard,Endurance
Unit,Common,"Campaign
Trials of Grodov [Set1006]",Tribe Craftsman,Oni Ally: Play a Justice Sigil from your deck Depleted .
Unit,Rare,The Dusk Road [Set3],Unseen Commando,"Flying , Lifesteal When your units with two or more battle skills attack, they get +1/+1 this turn."
Unit,Uncommon,The Dusk Road [Set3],Valkyrie Cadet,Valkyrie Cadet has Flying and Double Damage while wielding a weapon.
Unit,Rare,The Empty Throne [Set1],Valkyrie Enforcer,Flying Summon: You may silence another unit.
Unit,Rare,The Dusk Road [Set3],Valkyrie Justiciar,Flying Summon: Choose a card with cost 4 or more in the enemy hand. They can't play cards with that name while you have Valkyrie Justiciar.
Unit,Uncommon,The Empty Throne [Set1],Valorous Stranger,Strangers have Warcry .
Spell,Uncommon,The Empty Throne [Set1],Vanquish,Kill a unit with 4 Strength or more.
Unit,Uncommon,Dark Frontier [Set6],War Wagon,Shift 5: Give one of your other units +3/+3 until War Wagon emerges.
Unit,Uncommon,The Fall of Argenport [Set4],Warrant Officer,Tribute: Stun an enemy unit. Warrant Officer gets + Strength equal to that unit's Strength.
Unit,Rare,The Fall of Argenport [Set4],Winchest Merchant,Flying Summon: You may choose a card from your hand to swap with a Justice card in your Market .
Spell,Fast Spell,Uncommon,Wind Conjuring,Ready a unit. It gets +4/+4 and Endurance this turn. Decimate: Invoke Justice.
Unit,Common,Echoes of Eternity [Set8],Xulta Exile,"Aegis , Endurance"
Unit,Common,Defiance [Set5],Aerial Spotter,Flying Renown: Play a 3/2 Argenport Soldier.
Unit,Uncommon,The Empty Throne [Set1],Armorsmith,Summon: You gain 2 Armor. Free if you already have 2 Armor or more.
Attachment,Relic Weapon,Rare,Auric Runehammer,Summon: You are invulnerable to damage this turn.
Unit,Uncommon,Defiance [Set5],Auric Weaponsmith,"When you play a weapon, it gets +1/+1."
Attachment,Cursed Relic,Rare,Avigraft,Summon: Kill an enemy unit without Flying . The cursed player can't play units with that name. Entomb: They play a 3/3 Valkyrie.
Attachment,Weapon,Uncommon,Bronze Cuirass,Summon: Draw a card.
Attachment,Curse,Rare,Caltrops,The cursed unit has -5 Strength. The enemy player can't play cards with the name of the cursed unit.
Attachment,Cursed Relic,Rare,Citywide Ban,Summon: Choose one of the four highest cost cards in the enemy deck. The cursed player can't play cards with that name.
Spell,Fast Spell,Uncommon,Cleansing Rain,You and your units get Aegis . Decimate: Kill all enemy curses.
Spell,Fast Spell,Rare,Copperhall Blessing,You and each of your units are invulnerable to damage this turn.
Unit,Legendary,Dark Frontier [Set6],Copperhall Chancellor,The enemy player can't copy cards or play units with the same name as another one of their units. Onslaught: + Strength/+ Health equal to the highest Strength among your other units.
Unit,Rare,"Campaign
The Tale of Horus Traver [Set1002]",Copperhall Paladin,"Lifesteal When you play a weapon on Copperhall Paladin, play a Justice Sigil from your deck Depleted ."
Unit,Common,The Empty Throne [Set1],Copperhall Recruit,NONE
Unit,Uncommon,The Empty Throne [Set1],Crownwatch Cavalry,Summon: Give one of your other units Crownwatch Cavalry's Strength/ Health.
Unit,Rare,Omens of the Past [Set2],Crownwatch Press-Gang,Revenge Summon: Draw a 1-cost unit of your choice from your deck.
Attachment,Cursed Relic,Uncommon,Curse of Taxation,The cursed player has -1 Maximum Power.
Spell,Fast Spell,Common,Divebomb,Give two of your units +1/+4 and Flying this turn.
Spell,Fast Spell,Common,Entrapment,Kill an attacking enemy unit. Entrapment can't be played at Night .
Unit,Legendary,The Flame of Xulta [Set7],"Ezuzi, Kodosh's Listener",Double Damage Summon: Invoke Justice. Mastery 10: +3/+3 and Invoke Justice.
Unit,Common,The Dusk Road [Set3],Frontier Confessor,Summon: You may silence another unit.
Unit,Legendary,The Fall of Argenport [Set4],"Geomar, the Steel Tempest","Flying , Endurance When you play a spell, Geomar gets +2/+2 and Lifesteal this turn."
Unit,Common,The Fall of Argenport [Set4],Graceful Calligrapher,Endurance
Unit,Uncommon,The Dusk Road [Set3],Ground Crew,Pay 1 and exhaust Ground Crew to give one of your Valkyrie +3/+3 this turn. It can't fly this turn.
Attachment,Weapon,Rare,Hammer of Might,Summon: The wielder gets Warcry 3 this turn.
Spell,Fast Spell,Common,High Alert,Warp Ready one of your units. It gets +3/+3 and Endurance this turn.
Spell,Rare,"Campaign
Dead Reckoning [Set1003]",Honor the Fallen,Give one of your units the battle skills of each unit in your void.
Unit,Rare,Defiance [Set5],Imperial Loyalist,Pledge Renown: Play another unit of your choice from your deck with cost equal to or less than that spell or weapon.
Attachment,Weapon,Uncommon,Inquisitor's Blade,"Flying When the wielder dies, give Inquisitor's Blade Destiny and put it into the top ten cards of your deck."
Spell,Fast Spell,Common,Ironclad Oath,Give one of your units +4/+4 this turn. You gain 1 Armor for each of your Valkyrie.
